"ELEC";"EAU";"BATI";"BAIN";"WC";"MAL";"REFRI";"CLIM";"CHOS";"TFIXE";"INTER";"VOIT";"BATO";"DEROU"
0,92964824120603;0,984924623115578;0,864321608040201;0,919597989949749;0,85427135678392;0,371859296482412;0,78894472361809;0,0150753768844221;0,085427135678392;0,0653266331658292;0,226130653266332;0,587939698492462;0,613065326633166;0,57286432160804
0,945205479452055;0,976712328767123;0,983561643835616;0,984931506849315;0,982191780821918;0,935616438356164;0,980821917808219;0,576712328767123;0,464383561643836;0,5;0,59041095890411;0,808219178082192;0,479452054794521;0,387671232876712
0,824773413897281;0,767371601208459;0,963746223564955;0,981873111782477;0,97583081570997;0,824773413897281;0,876132930513595;0,356495468277946;0,214501510574018;0,401812688821752;0,416918429003021;0,734138972809668;0,389728096676737;0,338368580060423
0,759776536312849;0,910614525139665;0,977653631284916;0,983240223463687;0,966480446927374;0,726256983240223;0,782122905027933;0,0893854748603352;0,145251396648045;0,150837988826816;0,150837988826816;0,698324022346369;0,324022346368715;0,318435754189944
0,990131578947368;0,998355263157895;0,991776315789474;0,973684210526316;0,973684210526316;0,922697368421053;0,972039473684211;0,457236842105263;0,421052631578947;0,534539473684211;0,544407894736842;0,679276315789474;0,279605263157895;0,276315789473684
0,961864406779661;0,980932203389831;0,985169491525424;0,978813559322034;0,976694915254237;0,913135593220339;0,966101694915254;0,610169491525424;0,415254237288136;0,646186440677966;0,728813559322034;0,796610169491525;0,360169491525424;0,302966101694915
0,952380952380952;0,857142857142857;1;1;1;1;1;0,5;0,285714285714286;0,547619047619048;0,571428571428571;0,714285714285714;0,19047619047619;0,0952380952380952
0,903660886319846;0,947976878612717;0,957610789980732;0,978805394990366;0,990366088631985;0,917148362235067;0,942196531791908;0,464354527938343;0,317919075144509;0,583815028901734;0,541425818882466;0,815028901734104;0,335260115606936;0,310211946050096
0,898876404494382;0,98501872659176;0,99250936329588;0,966292134831461;0,970037453183521;0,677902621722846;0,857677902621723;0,0262172284644195;0,0636704119850187;0,138576779026217;0,127340823970037;0,655430711610487;0,382022471910112;0,385767790262172
0,863013698630137;0,98238747553816;0,970645792563601;0,947162426614481;0,943248532289628;0,596868884540117;0,812133072407045;0,0958904109589041;0,0547945205479452;0,162426614481409;0,142857142857143;0,735812133072407;0,438356164383562;0,389432485322896
0,875;0,963709677419355;0,923387096774194;0,909274193548387;0,881048387096774;0,564516129032258;0,794354838709677;0,00403225806451613;0,0383064516129032;0,092741935483871;0,181451612903226;0,600806451612903;0,362903225806452;0,32258064516129
0,618181818181818;0,909090909090909;1;0,945454545454545;0,836363636363636;0,490909090909091;0,6;0,109090909090909;0,0363636363636364;0,0363636363636364;0,345454545454545;0,763636363636364;0,418181818181818;0,272727272727273
0,969348659003831;0,96551724137931;1;1;1;0,954022988505747;0,988505747126437;0,302681992337165;0,21455938697318;0,521072796934866;0,509578544061303;0,885057471264368;0,425287356321839;0,348659003831418
0,901123595505618;0,961797752808989;0,982022471910112;0,943820224719101;0,892134831460674;0,669662921348315;0,880898876404494;0,0561797752808989;0,0921348314606742;0,208988764044944;0,386516853932584;0,70561797752809;0,447191011235955;0,386516853932584
0,4;0,942857142857143;0,985714285714286;0,838095238095238;0,723809523809524;0,185714285714286;0,638095238095238;0;0,00952380952380952;0,0571428571428571;0,395238095238095;0,628571428571429;0,485714285714286;0,504761904761905
0;0,958333333333333;0,958333333333333;0,875;0,833333333333333;0,0416666666666667;0,375;0;0,0833333333333333;0;0;0,833333333333333;0,666666666666667;0,666666666666667
0,906392694063927;0,981735159817352;0,972602739726027;0,910958904109589;0,858447488584475;0,71689497716895;0,849315068493151;0,10958904109589;0,0616438356164384;0,187214611872146;0,207762557077626;0,643835616438356;0,353881278538813;0,285388127853881
0,925465838509317;0,993788819875776;0,978260869565217;0,972049689440994;0,968944099378882;0,739130434782609;0,891304347826087;0,031055900621118;0,0993788819875776;0,195652173913043;0,391304347826087;0,664596273291925;0,503105590062112;0,409937888198758
0,829652996845426;0,962145110410095;0,971608832807571;0,911671924290221;0,858044164037855;0,662460567823344;0,810725552050473;0,00315457413249211;0,0252365930599369;0,198738170347003;0,10410094637224;0,725552050473186;0,451104100946372;0,43217665615142
0,873563218390805;0,96551724137931;0,931034482758621;0,942528735632184;0,96551724137931;0,666666666666667;0,850574712643678;0;0,0229885057471264;0,333333333333333;0,0344827586206897;0,770114942528736;0,448275862068966;0,459770114942529
0,541666666666667;0,916666666666667;0,9375;0,791666666666667;0,770833333333333;0,458333333333333;0,625;0,0208333333333333;0,0416666666666667;0,104166666666667;0,0208333333333333;0,645833333333333;0,354166666666667;0,354166666666667
0,973333333333333;0,98;0,95;0,906666666666667;0,876666666666667;0,626666666666667;0,733333333333333;0,00666666666666667;0,07;0,166666666666667;0,11;0,513333333333333;0,36;0,35
0,944598337950138;0,897506925207756;0,903047091412742;0,897506925207756;0,836565096952909;0,631578947368421;0,808864265927978;0,0526315789473684;0,0637119113573407;0,174515235457064;0,171745152354571;0,587257617728532;0,376731301939058;0,354570637119114
0,944690265486726;0,865044247787611;0,951327433628319;0,962389380530973;0,929203539823009;0,820796460176991;0,95353982300885;0,201327433628319;0,174778761061947;0,269911504424779;0,380530973451327;0,783185840707965;0,351769911504425;0,238938053097345
0,894736842105263;1;1;0,894736842105263;0,719298245614035;0,56140350877193;0,894736842105263;0,0526315789473684;0;0,210526315789474;0,087719298245614;0,771929824561403;0,333333333333333;0,333333333333333
0,483870967741935;0,806451612903226;0,967741935483871;0,838709677419355;0,774193548387097;0,612903225806452;0,838709677419355;0,129032258064516;0,225806451612903;0,129032258064516;0,290322580645161;0,709677419354839;0,258064516129032;0,258064516129032
0,994134897360704;0,988269794721408;0,999022482893451;0,994134897360704;0,999022482893451;0,974584555229717;0,992179863147605;0,589442815249267;0,459433040078201;0,497556207233627;0,690127077223851;0,758553274682307;0,178885630498534;0,132942326490714
0,98355754857997;0,995515695067265;0,997010463378176;0,998505231689088;0,998505231689088;0,959641255605381;0,989536621823617;0,496263079222721;0,645739910313901;0,541106128550075;0,715994020926756;0,757847533632287;0,122571001494768;0,0911808669656203
0,919786096256685;0,978609625668449;0,946524064171123;0,989304812834225;0,978609625668449;0,844919786096257;0,935828877005348;0,0481283422459893;0,0481283422459893;0,197860962566845;0,224598930481283;0,657754010695187;0,358288770053476;0,320855614973262
0,55;1;1;1;0,95;0,5;0,55;0,05;0,05;0;0,2;0,9;0,35;0,3
0,872262773722628;0,968978102189781;0,965328467153285;0,972627737226277;0,956204379562044;0,733576642335766;0,863138686131387;0,0693430656934307;0,173357664233577;0,186131386861314;0,319343065693431;0,718978102189781;0,277372262773723;0,271897810218978
0,786885245901639;0,655737704918033;0,983606557377049;0,852459016393443;0,819672131147541;0,60655737704918;0,836065573770492;0,0327868852459016;0;0,0819672131147541;0,491803278688525;0,704918032786885;0,426229508196721;0,442622950819672
0,990783410138249;0,991935483870968;0,987327188940092;0,995391705069124;0,994239631336406;0,956221198156682;0,980414746543779;0,664746543778802;0,360599078341014;0,559907834101382;0,605990783410138;0,747695852534562;0,252304147465438;0,201612903225806
0,957671957671958;0,968253968253968;0,925925925925926;0,973544973544973;0,936507936507937;0,814814814814815;0,947089947089947;0,105820105820106;0,0740740740740741;0,169312169312169;0,291005291005291;0,624338624338624;0,296296296296296;0,211640211640212
0,863829787234043;0,821276595744681;0,961702127659574;0,978723404255319;0,953191489361702;0,859574468085106;0,88936170212766;0,31063829787234;0,191489361702128;0,361702127659574;0,327659574468085;0,804255319148936;0,340425531914894;0,25531914893617
1;0,666666666666667;0,666666666666667;1;1;1;1;0;0,333333333333333;0,333333333333333;0,333333333333333;0,666666666666667;0,333333333333333;0,333333333333333
0,955128205128205;0,928571428571429;0,989010989010989;0,994505494505495;0,991758241758242;0,913003663003663;0,96978021978022;0,441391941391941;0,281135531135531;0,431318681318681;0,480769230769231;0,773809523809524;0,370879120879121;0,296703296703297
0,8;0,952941176470588;0,782352941176471;0,9;0,870588235294118;0,705882352941177;0,882352941176471;0,223529411764706;0,135294117647059;0,294117647058824;0,264705882352941;0,670588235294118;0,388235294117647;0,335294117647059
0,948514851485148;0,988118811881188;0,926732673267327;0,922772277227723;0,875247524752475;0,730693069306931;0,835643564356436;0,0554455445544554;0,0178217821782178;0,174257425742574;0,16039603960396;0,58019801980198;0,320792079207921;0,318811881188119
0,882181110029211;0,951314508276534;0,936708860759494;0,918208373904576;0,837390457643622;0,7682570593963;0,905550146056475;0,0486854917234664;0,0165530671859786;0,214216163583252;0,192794547224927;0,679649464459591;0,383641674780915;0,386562804284323
0,929492691315563;0,969045571797077;0,883061049011178;0,897678417884781;0,823731728288908;0,704213241616509;0,850386930352537;0,0722269991401548;0,0309544282029235;0,238177128116939;0,242476354256234;0,696474634565778;0,398968185726569;0,385210662080825
0,97196261682243;0,962616822429907;0,919003115264797;0,88785046728972;0,761682242990654;0,781931464174455;0,889408099688474;0,014018691588785;0,0389408099688473;0,109034267912773;0,129283489096573;0,654205607476635;0,457943925233645;0,451713395638629
0,966542750929368;0,929368029739777;0,862453531598513;0,695167286245353;0,553903345724907;0,776951672862453;0,862453531598513;0,00743494423791822;0,00743494423791822;0,0297397769516729;0,033457249070632;0,676579925650558;0,475836431226766;0,494423791821561
0,947284345047923;0,958466453674121;0,878594249201278;0,749201277955272;0,605431309904153;0,685303514376997;0,824281150159744;0,0383386581469649;0,0207667731629393;0,0958466453674121;0,143769968051118;0,645367412140575;0,415335463258786;0,424920127795527
0,906716417910448;0,973880597014925;0,98134328358209;0,970149253731343;0,98134328358209;0,850746268656716;0,92910447761194;0,201492537313433;0,212686567164179;0,365671641791045;0,391791044776119;0,794776119402985;0,440298507462687;0,384328358208955
0,927272727272727;0,970909090909091;0,985454545454545;0,96;0,945454545454545;0,814545454545455;0,876363636363636;0,334545454545455;0,181818181818182;0,250909090909091;0,370909090909091;0,763636363636364;0,461818181818182;0,301818181818182
0,768115942028985;0,91304347826087;0,956521739130435;0,971014492753623;0,826086956521739;0,579710144927536;0,855072463768116;0,072463768115942;0,0289855072463768;0,231884057971014;0,101449275362319;0,855072463768116;0,681159420289855;0,492753623188406
0,786163522012579;0,933962264150943;0,933962264150943;0,90251572327044;0,789308176100629;0,430817610062893;0,69811320754717;0,00943396226415094;0,0691823899371069;0,00943396226415094;0,0314465408805031;0,657232704402516;0,462264150943396;0,389937106918239
0,885304659498208;0,695340501792115;0,573476702508961;0,698924731182796;0,508960573476703;0,505376344086022;0,817204301075269;0,003584229390681;0,014336917562724;0,025089605734767;0,125448028673835;0,573476702508961;0,408602150537634;0,43010752688172
0,909262759924386;0,907372400756144;0,812854442344045;0,899810964083176;0,803402646502836;0,550094517958412;0,814744801512287;0,0264650283553875;0,0396975425330813;0,0831758034026465;0,20226843100189;0,517958412098299;0,372400756143667;0,362948960302457
0,8125;0,275;0,54375;0,90625;0,50625;0,4375;0,7375;0,025;0,03125;0,05;0,05;0,59375;0,48125;0,40625
0,994962216624685;0,997481108312343;1;0,997481108312343;0,997481108312343;0,944584382871537;0,992443324937028;0,337531486146096;0,292191435768262;0,596977329974811;0,806045340050378;0,778337531486146;0,234256926952141;0,226700251889169
0,884681583476764;0,970740103270224;0,963855421686747;0,941480206540448;0,834767641996558;0,533562822719449;0,798623063683305;0,0172117039586919;0,0602409638554217;0,0430292598967298;0,344234079173838;0,740103270223752;0,502581755593804;0,493975903614458
0,902826855123675;0,939929328621908;0,920494699646643;0,92756183745583;0,818021201413428;0,574204946996466;0,855123674911661;0,0159010600706714;0,03886925795053;0,109540636042403;0,468197879858657;0,703180212014134;0,522968197879859;0,50530035335689
